No,Transaction Number,Merchant ID,Tipe Transaksi,Nama Issuer,Nominal,Transaction Date,Status
120709,B004957755,X612105280,Pembayaran,BNI,7600.0,2022-07-07 14:44:41,success
120709,B004957755,X612105280,Pembayaran,BNI,7600.0,2022-07-07 14:44:41,success
120725,B005940682,X614017264,Pembayaran,CIMB NIAGA,70000.0,2022-07-26 15:09:24,success
120743,B004957645,X202034831,Pembayaran,BNI,80000.0,2022-07-07 14:44:10,success
120775,B004957628,X610111560,Pembayaran,CIMB NIAGA,18000.0,2022-07-07 14:43:34,success
120785,B004957579,X601500090,Pembayaran,OVO,3000.0,2022-07-07 14:43:20,success
120797,B005454242,X615122401,Pembayaran,BCA,30000.0,2022-07-15 12:17:58,success
120916,B005454052,X615008581,Pembayaran,OVO,6500.0,2022-07-15 12:14:14,success
120956,B004957291,X612105465,Pembayaran,BNI,7600.0,2022-07-07 14:39:59,success
121041,B005453863,X602050554,Pembayaran,DANAMON,399300.0,2022-07-15 12:13:03,success
121054,B004957099,X612105404,Pembayaran,BNI,7600.0,2022-07-07 14:38:05,success
121063,B005940182,X215340225,Pembayaran,DANA,1.0,2022-07-26 14:57:01,success
121071,B004957012,X201900256,Pembayaran,BNI,80000.0,2022-07-07 14:37:40,success
121096,B005453777,X614115687,Pembayaran,MANDIRI,10000.0,2022-07-15 12:09:34,success
121097,B005453775,X607500195,Pembayaran,BNI,1.0,2022-07-15 12:09:35,success
121119,B004956972,X606500268,Pembayaran,BNI,1.0,2022-07-07 14:36:48,success
121138,B005940077,X614500004,Pembayaran,DANA,160000.0,2022-07-26 14:54:43,success
121153,B005453688,X601500155,Pembayaran,BNI,1.0,2022-07-15 12:08:12,success
121245,B004956718,X604500334,Pembayaran,BNI,76000.0,2022-07-07 14:34:09,success
121248,B005939904,X210288148,Pembayaran,CIMB NIAGA,355000.0,2022-07-26 14:51:23,success
121282,B004956649,X618500109,Pembayaran,BNI,80000.0,2022-07-07 14:33:15,success
121290,B004956634,X606009881,Pembayaran,BCA,28000.0,2022-07-07 14:32:58,success
121349,B005453387,X610118044,Pembayaran,OVO,24000.0,2022-07-15 12:03:25,success
121349,B005453387,X610118044,Pembayaran,OVO,24000.0,2022-07-15 12:03:25,success
121390,B005453313,X602500214,Pembayaran,MANDIRI,143500.0,2022-07-15 12:02:06,success
121413,B004956406,X603500094,Pembayaran,BNI,80000.0,2022-07-07 14:30:25,success
121418,B005453268,X615122385,Pembayaran,BCA,23000.0,2022-07-15 12:01:01,success
121419,B005453266,X610027290,Pembayaran,OVO,18000.0,2022-07-15 12:01:12,success
121502,B005939593,X615005800,Pembayaran,GOPAY,107000.0,2022-07-26 14:44:01,success
121539,B004956206,X612105361,Pembayaran,BNI,7600.0,2022-07-07 14:28:10,success
121546,B005453077,X608500758,Pembayaran,BNI,1.0,2022-07-15 11:58:05,success
121549,B004956181,X612098350,Pembayaran,BNI,7600.0,2022-07-07 14:27:55,success
121549,B004956181,X612098350,Pembayaran,BNI,7600.0,2022-07-07 14:27:55,success
121690,B004955921,X606500269,Pembayaran,BNI,1.0,2022-07-07 14:24:51,success
121695,B005452798,X612500042,Pembayaran,MANDIRI,99000.0,2022-07-15 11:53:36,success
121715,B004955875,X205183403,Pembayaran,BRI,48000.0,2022-07-07 14:24:07,success
121743,B005939252,X610164530,Pembayaran,DANA,20000.0,2022-07-26 14:36:34,success
121759,B005452704,X612094437,Pembayaran,LINKAJA,50000.0,2022-07-15 11:51:52,success
121778,B004955753,X618500100,Pembayaran,BNI,80000.0,2022-07-07 14:22:56,success
121875,B005452525,X606500265,Pembayaran,BNI,1.0,2022-07-15 11:48:26,success
121937,B005939000,X609500257,Pembayaran,BNI,1.0,2022-07-26 14:30:33,success
121941,B004955473,X609006499,Pembayaran,BANK NATIONAL NOBU,11000.0,2022-07-07 14:20:10,success
121959,B004955446,X616022681,Pembayaran,BNI,374425.0,2022-07-07 14:19:53,success
122055,B005938823,X607500194,Pembayaran,BNI,1.0,2022-07-26 14:26:53,success
122092,B005452160,X608000451,Pembayaran,BSM,70400.0,2022-07-15 11:41:55,success
122123,B005938729,X618089278,Pembayaran,BPD JATIM,173290.0,2022-07-26 14:23:08,success
122124,B005938727,X604500371,Pembayaran,BNI,1.0,2022-07-26 14:24:55,success
122134,B005452094,X615500432,Pembayaran,BNI,1.0,2022-07-15 11:40:56,success
122152,B004955100,X607101859,Pembayaran,MANDIRI,100000.0,2022-07-07 14:15:49,success
122155,B005452051,X608011105,Pembayaran,MANDIRI,450000.0,2022-07-15 11:40:01,success
122158,B004955092,X612105352,Pembayaran,BNI,7600.0,2022-07-07 14:15:44,success
122184,B005451989,X610111560,Pembayaran,BCA,6000.0,2022-07-15 11:38:46,success
122216,B005938603,X602500232,Pembayaran,BNI,1.0,2022-07-26 14:22:01,success
122226,B004954967,X601500164,Pembayaran,BNI,1.0,2022-07-07 14:14:25,success
122265,B005938543,X606500261,Pembayaran,BNI,1.0,2022-07-26 14:20:45,success
122278,B005451843,X608500700,Pembayaran,BRI,10000.0,2022-07-15 11:34:54,success
122346,B004954692,X601500090,Pembayaran,OVO,3000.0,2022-07-07 14:11:58,success
122346,B004954692,X601500090,Pembayaran,OVO,3000.0,2022-07-07 14:11:58,success
122351,B005451705,X618089137,Pembayaran,BNI,1.0,2022-07-15 11:33:37,success
122388,B005938379,X605500096,Pembayaran,BNI,1.0,2022-07-26 14:17:07,success
122406,B005451583,X12283743,Pembayaran,BNI,343340.0,2022-07-15 11:32:19,success
122410,B005451608,X609164412,Pembayaran,BNI,100000.0,2022-07-15 11:32:04,success
122461,B005938277,X606500265,Pembayaran,BNI,1.0,2022-07-26 14:14:52,success
122505,B004954408,X601500090,Pembayaran,OVO,2000.0,2022-07-07 14:08:35,success
122527,B005451407,X610027290,Pembayaran,DANA,16000.0,2022-07-15 11:28:43,success
122534,B005938175,X614500434,Pembayaran,BNI,1.0,2022-07-26 14:12:22,success
122546,B005451372,X601500157,Pembayaran,BNI,1.0,2022-07-15 11:28:09,success
122591,B005938103,X612098430,Pembayaran,BCA,76000.0,2022-07-26 14:10:31,success
122613,B005938066,X603500138,Pembayaran,BNI,1.0,2022-07-26 14:09:57,success
122668,B005937987,X601500161,Pembayaran,BNI,1.0,2022-07-26 14:08:32,success
122674,B005937981,X601500157,Pembayaran,BNI,1.0,2022-07-26 14:08:27,success
122679,B004954080,X604500308,Pembayaran,BNI,80000.0,2022-07-07 14:05:11,success
122680,B005937972,X607500176,Pembayaran,BCA,97500.0,2022-07-26 14:08:14,success
122689,B005937959,X617097729,Pembayaran,BRI,226500.0,2022-07-26 14:07:14,success
122691,B005937946,X214901774,Pembayaran,BCA,45600.0,2022-07-26 14:07:48,success
122801,B005450922,X610110453,Pembayaran,DANA,50000.0,2022-07-15 11:19:13,success
122805,B005937796,X609182685,Pembayaran,GOPAY,3.0,2022-07-26 14:04:10,success
122845,B005937745,X607500195,Pembayaran,BNI,1.0,2022-07-26 14:03:12,success
122919,B005450678,X601500157,Pembayaran,BNI,1.0,2022-07-15 11:14:32,success
122920,B004953635,X601043314,Pembayaran,GOPAY,298000.0,2022-07-07 14:00:20,success
122938,B005450639,X605500093,Pembayaran,BNI,1.0,2022-07-15 11:13:31,success
122985,B004953486,X209208321,Pembayaran,BNI,80000.0,2022-07-07 13:59:11,success
123061,B005937458,X607500199,Pembayaran,BNI,1.0,2022-07-26 13:56:27,success
123071,B005937442,X601500090,Pembayaran,GOPAY,3000.0,2022-07-26 13:56:03,success
123107,B005450354,X606500266,Pembayaran,BNI,1.0,2022-07-15 11:08:07,success
123111,B005450350,X614500434,Pembayaran,BNI,1.0,2022-07-15 11:07:57,success
123111,B005450350,X614500434,Pembayaran,BNI,1.0,2022-07-15 11:07:57,success
123113,B004953286,X610027602,Pembayaran,BCA,76100.0,2022-07-07 13:56:27,success
123133,B004953199,X211099130,Pembayaran,BNI,124000.0,2022-07-07 13:56:14,success
123162,B005450271,X614500441,Pembayaran,BNI,1.0,2022-07-15 11:06:13,success
123197,B005450217,X610077455,Pembayaran,BNI,51999.0,2022-07-15 11:05:28,success
123199,B005937283,X607500049,Pembayaran,MANDIRI,330000.0,2022-07-26 13:52:10,success
123209,B005937269,X602500234,Pembayaran,BNI,1.0,2022-07-26 13:51:51,success
123217,B005450180,X607500170,Pembayaran,BNI,53000.0,2022-07-15 11:04:34,success
123217,B004953112,X609500239,Pembayaran,BNI,80000.0,2022-07-07 13:54:36,success
123247,B004953052,X611062971,Pembayaran,BRI,72000.0,2022-07-07 13:53:37,success
123302,B005450031,X601500156,Pembayaran,BNI,1.0,2022-07-15 11:01:16,success
123349,B005937089,X601500155,Pembayaran,BNI,1.0,2022-07-26 13:47:32,success
123361,B005937070,X618034684,Pembayaran,BCA,115000.0,2022-07-26 13:47:03,success
123370,B005937057,X601500166,Pembayaran,BNI,1.0,2022-07-26 13:46:46,success
123396,B005937005,X601500090,Pembayaran,OVO,5000.0,2022-07-26 13:45:54,success
123402,B005937016,X603100111,Pembayaran,BRI,99500.0,2022-07-26 13:45:20,success
123463,B005449769,X601500159,Pembayaran,BNI,1.0,2022-07-15 10:56:43,success
123464,B005449741,X12208583,Pembayaran,BNI,134000.0,2022-07-15 10:56:41,success
123486,B005449674,X209208131,Pembayaran,BRI,392000.0,2022-07-15 10:55:46,success
123500,B005449699,X606009836,Pembayaran,BCA,15000.0,2022-07-15 10:54:55,success
123500,B005449699,X606009836,Pembayaran,BCA,15000.0,2022-07-15 10:54:55,success
123501,B004952614,X605500074,Pembayaran,BCA,54500.0,2022-07-07 13:48:11,success
123512,B005449673,X601500156,Pembayaran,BNI,1.0,2022-07-15 10:55:21,success
123542,B005449616,X601500160,Pembayaran,BNI,1.0,2022-07-15 10:53:59,success
123542,B005449616,X601500160,Pembayaran,BNI,1.0,2022-07-15 10:53:59,success
123555,B005449594,X618500128,Pembayaran,BNI,1.0,2022-07-15 10:53:41,success
123556,B004952511,X609500251,Pembayaran,BNI,1.0,2022-07-07 13:47:58,success
123560,B005936815,X615121178,Pembayaran,BSM,100000.0,2022-07-26 13:40:34,success
123570,B005449551,X204111462,Pembayaran,BCA,240000.0,2022-07-15 10:53:08,success
123576,B005449561,X608500757,Pembayaran,BNI,1.0,2022-07-15 10:53:07,success
123598,B005449530,X601500166,Pembayaran,BNI,1.0,2022-07-15 10:52:30,success
123647,B005936690,X601500165,Pembayaran,BNI,1.0,2022-07-26 13:37:38,success
123650,B005936688,X608500731,Pembayaran,BRI,41000.0,2022-07-26 13:37:24,success
123679,B005936651,X605069529,Pembayaran,BCA,113000.0,2022-07-26 13:36:43,success
123689,B005449357,X601500155,Pembayaran,BNI,1.0,2022-07-15 10:48:58,success
123755,B005936533,X612500042,Pembayaran,BCA,635000.0,2022-07-26 13:34:32,success
123800,B005449178,X615008585,Pembayaran,BNI,12000.0,2022-07-15 10:45:31,success
123803,B005936480,X608059804,Pembayaran,BCA,267100.0,2022-07-26 13:32:49,success
123812,B005449158,X602500232,Pembayaran,BNI,1.0,2022-07-15 10:45:05,success
123817,B005936455,X610118052,Pembayaran,BNI,23000.0,2022-07-26 13:32:23,success
123834,B005936433,X608016920,Pembayaran,SHOPEEPAY,36000.0,2022-07-26 13:31:45,success
123856,B004951943,X614124589,Pembayaran,BCA,55000.0,2022-07-07 13:41:18,success
123857,B005936408,X610118044,Pembayaran,BCA,44000.0,2022-07-26 13:30:16,success
123879,B005449035,X610001576,Pembayaran,GOPAY,35000.0,2022-07-15 10:42:40,success
123907,B004951850,X606500219,Pembayaran,BNI,82000.0,2022-07-07 13:41:02,success
123910,B004951845,X610117105,Pembayaran,MANDIRI,20000.0,2022-07-07 13:40:58,success
123912,B004951841,X602500209,Pembayaran,BNI,80000.0,2022-07-07 13:40:58,success
123958,B004951770,X610153453,Pembayaran,GOPAY,200000.0,2022-07-07 13:40:03,success
123994,B004951698,X612105374,Pembayaran,BNI,40600.0,2022-07-07 13:39:24,success
124044,B005936136,X617098053,Pembayaran,BCA,195000.0,2022-07-26 13:25:03,success
124048,B004951479,X201178787,Pembayaran,BNI,80000.0,2022-07-07 13:38:25,success
124066,B005448706,X603500161,Pembayaran,BNI,1.0,2022-07-15 10:36:28,success
124081,B005448687,X603500144,Pembayaran,BNI,1.0,2022-07-15 10:36:12,success
124104,B005936054,X610027934,Pembayaran,BCA,30000.0,2022-07-26 13:23:11,success
124119,B005936037,X610109991,Pembayaran,LINKAJA,23500.0,2022-07-26 13:22:39,success
124236,B005935869,X616500032,Pembayaran,BNI,1.0,2022-07-26 13:18:10,success
124290,B005935801,X614500435,Pembayaran,BNI,1.0,2022-07-26 13:16:11,success
124311,B004951115,X618500131,Pembayaran,BNI,1.0,2022-07-07 13:33:44,success
124320,B005935757,X615122392,Pembayaran,GOPAY,40000.0,2022-07-26 13:15:12,success
124347,B004951012,X606500258,Pembayaran,BNI,80000.0,2022-07-07 13:33:09,success
124360,B004950974,X612105341,Pembayaran,BCA,26000.0,2022-07-07 13:32:08,success
124384,B004950901,X612088209,Pembayaran,BNI,7600.0,2022-07-07 13:32:25,success
124393,B004950874,X612105354,Pembayaran,BNI,7600.0,2022-07-07 13:32:16,success
124431,B004950752,X601500157,Pembayaran,BNI,1.0,2022-07-07 13:31:33,success
124466,B004950655,X608500730,Pembayaran,BNI,80000.0,2022-07-07 13:31:02,success
124536,B004984332,X204203186,Refund,DANA,280000.0,2022-07-15 10:19:53,success
124543,B005370565,X602500197,Refund,BCA,80500.0,2022-07-15 10:19:38,success
124576,B004950277,X214484297,Pembayaran,BNI,84000.0,2022-07-07 13:29:16,success
124583,B004950318,X612105309,Pembayaran,BNI,7600.0,2022-07-07 13:29:09,success
124583,B004950318,X612105309,Pembayaran,BNI,7600.0,2022-07-07 13:29:09,success
124609,B005447479,X607500192,Pembayaran,BNI,1.0,2022-07-15 10:17:06,success
124622,B004950207,X618500111,Pembayaran,BNI,80000.0,2022-07-07 13:28:34,success
124622,B004950207,X618500111,Pembayaran,BNI,80000.0,2022-07-07 13:28:34,success
124628,B004950189,X610005442,Pembayaran,DANA,50000.0,2022-07-07 13:28:18,success
124637,B004950157,X612004262,Pembayaran,BNI,75000.0,2022-07-07 13:28:17,success
124663,B005935299,X617073773,Pembayaran,BRI,17000.0,2022-07-26 13:04:08,success
124663,B005935299,X617073773,Pembayaran,BRI,17000.0,2022-07-26 13:04:08,success
124683,B004950017,X609500188,Pembayaran,BNI,80000.0,2022-07-07 13:27:31,success
124690,B005447295,X614500371,Pembayaran,BNI,1100000.0,2022-07-15 10:14:19,success
124694,B005447283,X608500759,Pembayaran,BNI,1.0,2022-07-15 10:14:08,success
124716,B005935227,X615033380,Pembayaran,BNI,36000.0,2022-07-26 13:02:42,success
124734,B004949871,X608001739,Pembayaran,BCA,70500.0,2022-07-07 13:26:31,success
124739,B005935182,X601500090,Pembayaran,BCA,3000.0,2022-07-26 13:02:12,success
124850,B004949561,X612098333,Pembayaran,BNI,7600.0,2022-07-07 13:24:28,success
124884,B005935001,X610110557,Pembayaran,MANDIRI,5000.0,2022-07-26 12:58:20,success
124885,B004949475,X607104874,Pembayaran,BNI,120000.0,2022-07-07 13:23:53,success
124959,B004949317,X607081667,Pembayaran,BCA,22500.0,2022-07-07 13:22:05,success
125024,B004949138,X610027934,Pembayaran,LINKAJA,42000.0,2022-07-07 13:21:25,success
125024,B004949138,X610027934,Pembayaran,LINKAJA,42000.0,2022-07-07 13:21:25,success
125060,B005934765,X603144895,Pembayaran,BCA,25000.0,2022-07-26 12:53:19,success
125124,B004948883,X605075337,Pembayaran,LINKAJA,10000.0,2022-07-07 13:19:29,success
125124,B004948883,X605075337,Pembayaran,LINKAJA,10000.0,2022-07-07 13:19:29,success
125126,B005446204,X604500378,Pembayaran,BNI,1.0,2022-07-15 09:58:42,success
125143,B004948847,X604500369,Pembayaran,BNI,80000.0,2022-07-07 13:19:12,success
125150,B005446124,X601500159,Pembayaran,BNI,1.0,2022-07-15 09:57:14,success
125178,B004948772,X612098406,Pembayaran,BNI,7600.0,2022-07-07 13:18:42,success
125209,B005934556,X608102136,Pembayaran,CIMB NIAGA,110000.0,2022-07-26 12:48:47,success
125260,B004948581,X615500369,Pembayaran,BNI,80000.0,2022-07-07 13:17:19,success
125266,B005445830,X616005918,Pembayaran,BNI,39000.0,2022-07-15 09:53:02,success
125360,B005934354,X609123484,Pembayaran,BCA,120000.0,2022-07-26 12:43:58,success
125407,B005445531,X609500228,Pembayaran,LINKAJA,97500.0,2022-07-15 09:47:55,success
125410,B005934285,X610153452,Pembayaran,OVO,69000.0,2022-07-26 12:42:55,success
125410,B005934285,X610153452,Pembayaran,OVO,69000.0,2022-07-26 12:42:55,success
125498,B005445333,X601500189,Pembayaran,BNI,1.0,2022-07-15 09:44:48,success
125499,B004948028,X612088207,Pembayaran,BNI,7600.0,2022-07-07 13:13:29,success
125534,B005934101,X618500100,Pembayaran,BCA,116000.0,2022-07-26 12:39:25,success
125534,B004947734,X202034872,Pembayaran,BNI,76000.0,2022-07-07 13:12:52,success
125535,B005934100,X604500371,Pembayaran,BNI,1.0,2022-07-26 12:39:27,success
125535,B005445239,X606068028,Pembayaran,PERMATA,150000.0,2022-07-15 09:43:18,success
125550,B005445208,X610077455,Pembayaran,BCA,83000.0,2022-07-15 09:42:41,success
125550,B005445208,X610077455,Pembayaran,BCA,83000.0,2022-07-15 09:42:41,success
125591,B005445112,X616011494,Pembayaran,BRI,30000.0,2022-07-15 09:40:49,success
125602,B005445093,X607105222,Pembayaran,LINKAJA,10.0,2022-07-15 09:41:00,success
125614,B005445068,X607500195,Pembayaran,BNI,1.0,2022-07-15 09:40:40,success
125657,B005444984,X603003538,Pembayaran,BNI,100000.0,2022-07-15 09:39:02,success
125683,B005444914,X608500760,Pembayaran,BNI,1.0,2022-07-15 09:37:57,success
125693,B004947543,X610111560,Pembayaran,SHOPEEPAY,6000.0,2022-07-07 13:10:14,success
125721,B005933849,X607500192,Pembayaran,BNI,1.0,2022-07-26 12:34:08,success
125769,B005933788,X618019045,Pembayaran,BCA,25000.0,2022-07-26 12:32:45,success
125823,B004947087,X210900294,Pembayaran,BNI,80000.0,2022-07-07 13:08:12,success
125845,B004947193,X610123370,Pembayaran,GOPAY,80000.0,2022-07-07 13:07:58,success
125867,B005444474,X605500091,Pembayaran,BRI,250000.0,2022-07-15 09:31:32,success
125870,B005444470,X617500231,Pembayaran,BNI,1.0,2022-07-15 09:31:52,success
125914,B004947030,X615122402,Pembayaran,BCA,21000.0,2022-07-07 13:06:49,success
125921,B005933563,X601500165,Pembayaran,BNI,1.0,2022-07-26 12:28:34,success
125962,B005444265,X601500165,Pembayaran,BNI,1.0,2022-07-15 09:28:09,success
126017,B005933378,X210301461,Pembayaran,BNI,20300.0,2022-07-26 12:26:08,success
126022,B004946771,X601500158,Pembayaran,BNI,1.0,2022-07-07 13:05:08,success
126083,B004946570,X205045008,Pembayaran,BNI,80000.0,2022-07-07 13:04:08,success
126085,B005444014,X607500195,Pembayaran,BNI,1.0,2022-07-15 09:23:41,success
126099,B005443979,X601500157,Pembayaran,BNI,1.0,2022-07-15 09:23:13,success
126141,B005443890,X601500161,Pembayaran,BNI,1.0,2022-07-15 09:21:29,success
126158,B004946462,X612098434,Pembayaran,BNI,7600.0,2022-07-07 13:03:04,success
126171,B005443817,X610006195,Pembayaran,SHOPEEPAY,20000.0,2022-07-15 09:20:20,success
126181,B005443789,X601500090,Pembayaran,OVO,3000.0,2022-07-15 09:20:06,success
126192,B004946388,X616500023,Pembayaran,BRI,398500.0,2022-07-07 13:01:47,success
126202,B005933180,X608099387,Pembayaran,BPD BALI,250000.0,2022-07-26 13:21:29,success
126261,B004946232,X603500133,Pembayaran,BNI,80000.0,2022-07-07 13:01:18,success
126347,B005443425,X209212653,Pembayaran,GOPAY,3.0,2022-07-15 09:14:18,success
126352,B004946049,X610153452,Pembayaran,DANA,100000.0,2022-07-07 12:59:45,success
126401,B004945808,X214901021,Pembayaran,BNI,80000.0,2022-07-07 12:59:16,success
126479,B005932815,X612003603,Pembayaran,BCA,105100.0,2022-07-26 12:14:35,success
126481,B005443133,X616500029,Pembayaran,BNI,1.0,2022-07-15 09:09:20,success
126482,B005443131,X602500233,Pembayaran,BNI,1.0,2022-07-15 09:09:20,success
126602,B005932656,X601500161,Pembayaran,BNI,1.0,2022-07-26 12:12:10,success
126604,B004945541,X610153754,Pembayaran,DANA,50000.0,2022-07-07 12:55:22,success
126607,B004945532,X609127230,Pembayaran,BNI,37000.0,2022-07-07 12:55:33,success
126614,B004945523,X602500205,Pembayaran,BNI,80000.0,2022-07-07 12:55:25,success
126629,B004945492,X614500411,Pembayaran,BNI,76000.0,2022-07-07 12:55:11,success
126732,B005442606,X614350194,Pembayaran,DANA,1000.0,2022-07-15 08:58:56,success
126779,B004945231,X609500196,Pembayaran,BCA,84500.0,2022-07-07 12:52:37,success
126838,B005442400,X601500162,Pembayaran,BNI,1.0,2022-07-15 08:55:28,success
126840,B005442397,X601500159,Pembayaran,BNI,1.0,2022-07-15 08:55:26,success
126857,B005932309,X610118052,Pembayaran,SHOPEEPAY,28000.0,2022-07-26 12:05:46,success
126857,B005932309,X610118052,Pembayaran,SHOPEEPAY,28000.0,2022-07-26 12:05:46,success
126909,B005932242,X610027317,Pembayaran,BCA,25000.0,2022-07-26 12:04:22,success
126912,B005932238,X608500756,Pembayaran,BNI,1.0,2022-07-26 12:04:23,success
126935,B005442198,X614003420,Pembayaran,BNI,10000.0,2022-07-15 08:52:05,success
